,RF00005,RF01960,RF02541,RF01852,RF02796,RF00017,RF00167,RF01854,RF02543,RF00002,RF00168,RF00020,RF00001,RF00026,RF00004,RF00037,RF01750,RF00177,RF00023,RF02540,RF00458,RF01846,RF01734,RF00059,RF01051,RF00011,RF02545,RF00162,RF00100,RF01831,RF00505,RF01725,RF02546,RF00164,RF01786,RF00015,RF01510,RF00032,RF00010,RF00029,RF02680,RF00009,RF00050,RF02553,RF01357,RF01807,RF00379,RF01689,RF00233,RF00390,RF01763,RF00169,RF00008,RF00442,RF00061,RF02012,RF02683,RF02519,RF00382,RF01739,RF00504,RF00488,RF01857,RF00250,RF00080,RF00028,RF02001,RF01998,RF02348,RF00234,RF00013,RF01826,RF02253,RF00174,RF00380
254,6n1d_1_BPTN_1-73,,5gag_1_A_1-2903,,,,,,6t7t_1_C1_4-3396,4u6f_1_1_2-155,,,5uyp_1_02_3-118,,,,,4u25_1_CA_1-1539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6cao_1_A_20-55,,,,,,,,,,,,,,,,
255,6n1d_1_APTN_1-73,,5gah_1_A_1-2903,,,,,,6t7t_1_C3_4-3396,4u6f_1_4_2-155,,,6gc0_1_B_3-118,,,,,4v6c_1_CA_5-1530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6gsk_1_1G_20-55,,,,,,,,,,,,,,,,
256,6by1_1_AY_1-73,,6gbz_1_A_1-2904,,,,,,4u6f_1_1_4-3396,4u6f_1_5_2-155,,,3j9y_1_B_3-118,,,,,6by1_1_AA_1-1542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4v5d_1_AA_20-55,,,,,,,,,,,,,,,,
257,6gaw_1_BB_1-70,,5kps_1_28_1-2903,,,,,,4u6f_1_4_4-3396,4u6f_1_8_2-155,,,5kpw_1_28_3-118,,,,,5j88_1_BA_1-1534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1hnz_1_A_20-55,,,,,,,,,,,,,,,,
258,6gb2_1_BB_1-70,,5uyn_1_01_1-2903,,,,,,4u6f_1_5_4-3396,6qik_1_A_2-155,,,5uyk_1_02_3-118,,,,,4v4q_1_AA_1-1542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4tud_1_QA_20-55,,,,,,,,,,,,,,,,
259,4wj4_1_B_1-73,,6gc0_1_A_1-2904,,,,,,4u6f_1_8_4-3396,6qik_1_y_2-155,,,6ogf_1_2_2-118,,,,,6by1_1_BA_1-1542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4v7k_1_Ba_20-55,,,,,,,,,,,,,,,,
260,2der_1_D_1-73,,3j9y_1_A_1-2903,,,,,,6qik_1_A_4-3396,4u4n_1_5_2-155,,,5kpx_1_28_3-118,,,,,4u26_1_CA_1-1539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6gsk_1_13_20-55,,,,,,,,,,,,,,,,
261,2der_1_C_1-73,,6gxo_1_A_1-2903,,,,,,6qik_1_y_4-3396,4u4n_1_8_2-155,,,6gxo_1_B_3-118,,,,,4v85_1_AA_1-1533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4tua_1_QA_20-55,,,,,,,,,,,,,,,,
262,2det_1_C_1-73,,6gxn_1_A_1-2903,,,,,,4u4n_1_5_4-3396,4u4z_1_5_2-155,,,6gxn_1_B_3-118,,,,,5j91_1_BA_1-1534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4wqu_1_DA_20-55,,,,,,,,,,,,,,,,
263,2deu_1_D_1-73,,6o9k_1_A_1-2903,,,,,,4u4n_1_8_4-3396,4u4z_1_8_2-155,,,3jcd_1_B_3-118,,,,,4v7t_1_CA_5-1530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4v51_1_CA_20-55,,,,,,,,,,,,,,,,
264,2deu_1_C_1-73,,6o9j_1_B_1-2903,,,,,,4u4z_1_5_4-3396,4u4n_1_1_2-155,,,5kps_1_29_3-118,,,,,4wf1_1_CA_1-1539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4v9a_1_AA_20-55,,,,,,,,,,,,,,,,
265,3wfs_1_A_1-73,,5kpx_1_27_1-2903,,,,,,4u4z_1_8_4-3396,4u4n_1_4_2-155,,,5kcs_1_1B_3-118,,,,,4u24_1_CA_1-1539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6cas_1_A_20-55,,,,,,,,,,,,,,,,
266,3wfs_1_B_1-73,,3jcd_1_A_1-2904,,,,,,4u4n_1_1_4-3396,4u4z_1_1_2-155,,,5uyn_1_02_3-118,,,,,4u1v_1_CA_1-1539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6car_1_A_20-55,,,,,,,,,,,,,,,,
267,5hc9_1_D_1-73,,4uy8_1_A_1-2854,,,,,,4u4n_1_4_4-3396,4u4z_1_4_2-155,,,6ot3_1_3_2-118,,,,,4v6d_1_AA_1-1533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1vy7_1_CA_20-55,,,,,,,,,,,,,,,,
268,3wfq_1_B_1-73,,5kcs_1_1A_1-2904,,,,,,4u4z_1_1_4-3396,6rzz_1_A_2-155,,,6q97_1_3_2-118,,,,,4u20_1_CA_1-1539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4v7k_1_Aa_20-55,,,,,,,,,,,,,,,,
269,3wfq_1_A_1-73,,6ot3_1_1_1-2903,,,,,,4u4z_1_4_4-3396,6rzz_1_y_2-155,,,4uy8_1_B_2-117,,,,,4v89_1_AA_1-1533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4v5k_1_AA_20-55,,,,,,,,,,,,,,,,
270,4wc2_1_B_1-73,,6q97_1_1_1-2903,,,,,,6rzz_1_A_4-3396,6t7i_1_C1_2-155,,,5np6_1_Z_3-118,,,,,4v7s_1_CA_5-1530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4tuc_1_XA_20-55,,,,,,,,,,,,,,,,
271,5hc9_1_C_1-73,,3j7z_1_A_1-2903,,,,,,6rzz_1_y_4-3396,6t7i_1_C3_2-155,,,6o9j_1_A_2-118,,,,,4v6d_1_CA_5-1530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4v5e_1_CA_20-55,,,,,,,,,,,,,,,,
272,4wc3_1_B_1-73,,5np6_1_Y_1-2903,,,,,,6t7i_1_C1_4-3396,5t62_1_A_2-155,,,6o9k_1_X_2-118,,,,,4v7v_1_CA_5-1530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2uxb_1_A_20-55,,,,,,,,,,,,,,,,
273,1vfg_1_D_1-73,,3ja1_1_LA_1-2904,,,,,,6t7i_1_C3_4-3396,5t62_1_C_2-155,,,3j7z_1_B_2-117,,,,,4v6e_1_AA_1-1533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5v8i_1_2a_20-55,,,,,,,,,,,,,,,,
274,3wfq_1_C_1-73,,6c4h_1_A_1-2904,,,,,,5t62_1_A_4-3396,4u3n_1_5_2-155,,,3ja1_1_LB_3-118,,,,,4v9c_1_CA_1-1542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4wqy_1_BA_20-55,,,,,,,,,,,,,,,,
275,1vfg_1_C_1-73,,5u4j_1_A_1-2904,,,,,,5t62_1_C_4-3396,4u3n_1_8_2-155,,,5t5h_1_D_1-118,,,,,4v9c_1_AA_1-1542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4p6f_1_XA_20-55,,,,,,,,,,,,,,,,
276,3wfq_1_D_1-73,,1mms_1_C_1-58,,,,,,4u3n_1_5_4-3396,4u4y_1_5_2-155,,,5v7q_1_B_2-114,,,,,4v7u_1_CA_1-1533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4tud_1_XA_20-55,,,,,,,,,,,,,,,,
277,4x0b_1_B_2-74,,1mms_1_D_1-58,,,,,,4u3n_1_8_4-3396,4u4y_1_8_2-155,,,5v93_1_B_2-114,,,,,4v6e_1_CA_5-1530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4v5c_1_CA_20-55,,,,,,,,,,,,,,,,
278,4wc7_1_B_1-73,,4y4o_1_2A_1-2912,,,,,,4u4y_1_5_4-3396,4u3n_1_1_2-155,,,5fdv_1_1B_3-119,,,,,4v5b_1_BA_1-1542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4wro_1_1G_20-55,,,,,,,,,,,,,,,,
279,3wfr_1_C_1-73,,4y4o_1_1A_1-2912,,,,,,4u4y_1_8_4-3396,4u3n_1_4_2-155,,,5fdu_1_1B_3-119,,,,,4v5b_1_DA_1-1542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4tue_1_QA_20-55,,,,,,,,,,,,,,,,
280,4wc5_1_B_1-73,,5hcq_1_2A_1-2912,,,,,,4u3n_1_1_4-3396,4u55_1_5_2-155,,,4y4o_1_1B_3-119,,,,,5j5b_1_AA_1-1534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4v87_1_BA_20-55,,,,,,,,,,,,,,,,
281,3wfr_1_A_1-73,,4v9h_1_BA_1-2913,,,,,,4u3n_1_4_4-3396,4u55_1_8_2-155,,,4y4o_1_2B_3-119,,,,,4v4h_1_CA_1-1542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4v8e_1_DA_20-55,,,,,,,,,,,,,,,,
282,4wc4_1_B_1-73,,5fdu_1_1A_1-2912,,,,,,4u55_1_5_4-3396,6r87_1_1_2-155,,,5ibb_1_16_5-121,,,,,4v4h_1_AA_1-1542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ibk_1_A_20-55,,,,,,,,,,,,,,,,
283,4wc6_1_B_1-73,,5fdv_1_1A_1-2912,,,,,,4u55_1_8_4-3396,6r87_1_4_2-155,,,5hcq_1_1B_3-119,,,,,5j5b_1_BA_1-1534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4v5d_1_CA_20-55,,,,,,,,,,,,,,,,
284,4x0a_1_B_1-72,,5hcq_1_1A_1-2912,,,,,,6r87_1_1_4-3396,4u4y_1_1_2-155,,,4wpo_1_AB_3-119,,,,,6tc3_1_16S1_1-1542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4tue_1_XA_20-55,,,,,,,,,,,,,,,,
285,3wfr_1_B_1-73,,4v8i_1_BA_1-2912,,,,,,6r87_1_4_4-3396,4u4y_1_4_2-155,,,5e81_1_16_5-121,,,,,6tbv_1_16S1_1-1542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1n32_1_A_20-55,,,,,,,,,,,,,,,,
286,3wfr_1_D_1-73,,5fdv_1_2A_1-2912,,,,,,4u4y_1_1_4-3396,3jct_1_1_2-155,,,5dfe_1_YB_3-119,,,,,5afi_1_a_1-1539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3t1h_1_A_20-55,,,,,,,,,,,,,,,,
287,4ycp_1_B_1-73,,5fdu_1_2A_1-2912,,,,,,4u4y_1_4_4-3396,3jct_1_2_2-155,,,6cfl_1_1B_3-119,,,,,5nwy_1_0_1-1539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3t1y_1_A_20-55,,,,,,,,,,,,,,,,
288,4v5s_1_AY_1-73,,4wpo_1_AA_1-2912,,,,,,3jct_1_1_4-3396,6s47_1_AA_2-155,,,6cae_1_1B_3-119,,,,,3r8o_1_A_1-1542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4v87_1_CA_20-55,,,,,,,,,,,,,,,,
289,4v5r_1_CY_1-73,,5ibb_1_1H_1-2914,,,,,,3jct_1_2_4-3396,6s47_1_AC_2-155,,,4wqr_1_16_5-121,,,,,3r8n_1_A_1-1542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4v8e_1_BA_20-55,,,,,,,,,,,,,,,,
290,4v5s_1_CY_1-73,,5ib7_1_1H_1-2914,,,,,,6s47_1_AA_4-3396,4u51_1_5_2-155,,,5fdv_1_2B_3-119,,,,,6h4n_1_a_1-1534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f8k_1_1a_20-55,,,,,,,,,,,,,,,,
291,4v5r_1_AY_1-73,,6cae_1_1A_1-2912,,,,,,6s47_1_AC_4-3396,4u51_1_8_2-155,,,5ib7_1_16_5-121,,,,,6ore_1_2_1-1542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4v5e_1_AA_20-55,,,,,,,,,,,,,,,,
292,4v5l_1_AY_1-73,,5e81_1_1H_1-2914,,,,,,4u51_1_5_4-3396,4u51_1_1_2-155,,,4v8i_1_BB_3-119,,,,,5h5u_1_h_1-1534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1xnq_1_A_20-55,,,,,,,,,,,,,,,,
293,4v5q_1_AY_1-73,,4v8i_1_DA_1-2912,,,,,,4u51_1_8_4-3396,4u51_1_4_2-155,,,5fdu_1_2B_3-119,,,,,5wdt_1_a_1-1540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4v90_1_AA_20-55,,,,,,,,,,,,,,,,
294,4v5q_1_CY_1-73,,6cfl_1_1A_1-2912,,,,,,4u51_1_1_4-3396,4u55_1_1_2-155,,,5ibb_1_1J_5-121,,,,,5wfs_1_a_1-1540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4v8h_1_AA_20-55,,,,,,,,,,,,,,,,
295,4v5p_1_AY_1-73,,4wqr_1_1H_1-2914,,,,,,4u51_1_4_4-3396,4u55_1_4_2-155,,,5ib8_1_16_5-121,,,,,6szs_1_a_1-1542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4p6f_1_QA_20-55,,,,,,,,,,,,,,,,
296,4v5p_1_CY_1-73,,4wq1_1_1H_1-2912,,,,,,4u55_1_1_4-3396,4u50_1_5_2-155,,,5w4k_1_1B_3-119,,,,,5mdv_1_2_1-1534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4tub_1_XA_20-55,,,,,,,,,,,,,,,,
297,1h3e_1_B_1-83,,5ibb_1_14_1-2914,,,,,,4u55_1_4_4-3396,4u50_1_8_2-155,,,5e81_1_1J_5-121,,,,,5mgp_1_a_1-1539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4v8f_1_CA_20-55,,,,,,,,,,,,,,,,
298,4wsm_1_3L_1-84,,6cfl_1_2A_1-2912,,,,,,4u50_1_5_4-3396,4u50_1_1_2-155,,,4v95_1_BB_3-119,,,,,6enu_1_a_1-1539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4v9a_1_CA_20-55,,,,,,,,,,,,,,,,
299,4wsm_1_3K_1-84,,4wsm_1_1H_1-2914,,,,,,4u50_1_8_4-3396,4u50_1_4_2-155,,,5dfe_1_RB_3-119,,,,,5we4_1_a_1-1540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2hhh_1_A_20-55,,,,,,,,,,,,,,,,
300,5el4_1_3L_1-73,,6cae_1_2A_1-2912,,,,,,4u50_1_1_4-3396,5h4p_1_1_2-155,,,6cfk_1_1B_3-119,,,,,6enf_1_a_1-1539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4lsk_1_XA_20-55,,,,,,,,,,,,,,,,
301,5el5_1_3K_1-73,,4wq1_1_14_1-2912,,,,,,4u50_1_4_4-3396,5h4p_1_4_2-155,,,4wqu_1_AB_3-119,,,,,5u9g_1_A_1-1539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4yy3_1_A_20-55,,,,,,,,,,,,,,,,
302,5e7k_1_3L_1-73,,5dfe_1_YA_1-2912,,,,,,5h4p_1_1_4-3396,6r86_1_1_2-155,,,4wsm_1_16_5-121,,,,,5u9f_1_A_1-1539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4tub_1_QA_20-55,,,,,,,,,,,,,,,,
303,5el6_1_3L_1-73,,4v95_1_BA_1-2912,,,,,,5h4p_1_4_4-3396,6r86_1_4_2-155,,,4wq1_1_1J_5-121,,,,,3jce_1_a_1-1533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4v8h_1_CA_20-55,,,,,,,,,,,,,,,,
304,5e7k_1_3K_1-73,,5e81_1_14_1-2914,,,,,,6r86_1_1_4-3396,5jup_1_B_2-155,,,5ndk_1_16_5-121,,,,,5uym_1_A_1-1539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4v83_1_AA_20-55,,,,,,,,,,,,,,,,
305,5ib8_1_3L_1-73,,5ib7_1_14_1-2914,,,,,,6r86_1_4_4-3396,5jup_1_C_2-155,,,4wsd_1_16_5-121,,,,,5mdw_1_2_1-1534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4wqy_1_DA_20-55,,,,,,,,,,,,,,,,
306,5ib7_1_3L_1-73,,4wqr_1_14_1-2914,,,,,,5jup_1_B_4-3396,6hd7_1_1_2-155,,,5hcr_1_1B_3-119,,,,,5mdz_1_2_1-1534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4v7l_1_AA_20-55,,,,,,,,,,,,,,,,
307,5el4_1_3K_1-73,,4wsm_1_14_1-2914,,,,,,5jup_1_C_4-3396,6hd7_1_4_2-155,,,5el7_1_16_5-121,,,,,6c4i_1_a_1-1534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f8k_1_2a_20-55,,,,,,,,,,,,,,,,
308,5el5_1_3L_1-73,,5dfe_1_RA_1-2912,,,,,,6hd7_1_1_4-3396,6ri5_1_A_2-155,,,4wsm_1_1J_5-121,,,,,6ofx_1_3_1-1542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4v97_1_AA_20-55,,,,,,,,,,,,,,,,
309,5el7_1_3K_1-73,,5hcr_1_2A_1-2912,,,,,,6hd7_1_4_4-3396,6ri5_1_y_2-155,,,5ndk_1_1J_5-121,,,,,4v80_1_AA_1-1542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4v8f_1_BA_20-55,,,,,,,,,,,,,,,,
310,5el6_1_3K_1-73,,5ib8_1_1H_1-2914,,,,,,6ri5_1_A_4-3396,6qt0_1_A_2-155,,,4wq1_1_16_5-121,,,,,4v80_1_CA_1-1542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4tuc_1_QA_20-55,,,,,,,,,,,,,,,,
311,5el7_1_3L_1-73,,6cfk_1_1A_1-2912,,,,,,6ri5_1_y_4-3396,6qt0_1_y_2-155,,,6of1_1_1B_3-121,,,,,6og7_1_3_1-1542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4v8g_1_CA_20-55,,,,,,,,,,,,,,,,
312,5ib7_1_3K_1-73,,4wpo_1_CA_1-2912,,,,,,6qt0_1_A_4-3396,6n8m_1_A_2-155,,,5j4b_1_1B_3-119,,,,,5o2r_1_a_1-1539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4v9k_1_AA_20-55,,,,,,,,,,,,,,,,
313,5ib8_1_3K_1-73,,5el7_1_1H_1-2914,,,,,,6qt0_1_y_4-3396,6n8m_1_C_2-155,,,6qnr_1_16_3-121,,,,,6ogi_1_3_1-1542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4v9k_1_CA_20-55,,,,,,,,,,,,,,,,
314,4rdx_1_C_2-75,,4z8c_1_2A_1-2912,,,,,,6n8m_1_A_4-3396,6n8o_1_A_2-155,,,4lnt_1_YB_3-119,,,,,5wfk_1_a_1-1540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4v97_1_CA_20-55,,,,,,,,,,,,,,,,
315,4yco_1_D_1-73,,5ndk_1_1H_1-2914,,,,,,6n8m_1_C_4-3396,6n8o_1_C_2-155,,,6cfj_1_1B_3-119,,,,,5lzd_1_a_1-1539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4v9i_1_AA_20-55,,,,,,,,,,,,,,,,
316,4yco_1_E_1-73,,4wsd_1_1H_1-2914,,,,,,6n8o_1_A_4-3396,4u53_1_1_2-155,,,4wqf_1_AB_3-119,,,,,5we6_1_a_1-1539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6n9f_1_2a_20-55,,,,,,,,,,,,,,,,
317,4yco_1_F_1-73,,6cfj_1_1A_1-2912,,,,,,6n8o_1_C_4-3396,4u53_1_4_2-155,,,5ib7_1_1J_5-121,,,,,6bu8_1_A_1-1539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6n9e_1_2a_20-55,,,,,,,,,,,,,,,,
318,3foz_1_C_1-73,,5w4k_1_1A_1-2912,,,,,,4u53_1_1_4-3396,4u53_1_5_2-155,,,5el6_1_16_5-121,,,,,5lze_1_a_1-1539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4lsk_1_QA_20-55,,,,,,,,,,,,,,,,
319,4woi_1_DW_1-73,,5hcr_1_1A_1-2912,,,,,,4u53_1_4_4-3396,4u53_1_8_2-155,,,4v8d_1_BB_5-121,,,,,5lze_1_y_1-1542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5czp_1_XA_20-55,,,,,,,,,,,,,,,,
320,5ndk_1_X1_1-73,,4v6g_1_DA_1-2898,,,,,,4u53_1_5_4-3396,6r84_1_1_2-155,,,4v8g_1_BB_3-119,,,,,5lze_1_v_1-1542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1vvj_1_XA_20-55,,,,,,,,,,,,,,,,
321,4v9h_1_AV_1-73,,6cfk_1_2A_1-2912,,,,,,4u53_1_8_4-3396,6r84_1_4_2-155,,,4wt1_1_16_5-121,,,,,5lze_1_x_1-1542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4lt8_1_QA_20-55,,,,,,,,,,,,,,,,
322,3l0u_1_A_1-73,,4wqu_1_AA_1-2912,,,,,,6r84_1_1_4-3396,6sv4_1_YQ_2-155,,,4w2g_1_BB_3-119,,,,,5mdy_1_2_1-1534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4lt8_1_XA_20-55,,,,,,,,,,,,,,,,
323,2zm5_1_C_1-73,,5j4b_1_2A_1-2912,,,,,,6r84_1_4_4-3396,6sv4_1_YS_2-155,,,5j4c_1_1B_3-119,,,,,5u4i_1_a_1-1533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5czp_1_QA_20-55,,,,,,,,,,,,,,,,
324,5ndk_1_X4_1-73,,5ib8_1_14_1-2914,,,,,,6sv4_1_YQ_4-3396,6sv4_1_BQ_2-155,,,4z8c_1_1B_3-119,,,,,5uyl_1_A_1-1539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4v9q_1_BA_20-55,,,,,,,,,,,,,,,,
325,4v5r_1_CV_1-73,,6qnr_1_1H_1-2912,,,,,,6sv4_1_YS_4-3396,6sv4_1_BS_2-155,,,5j4b_1_2B_3-119,,,,,5kcr_1_1a_1-1539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4v7l_1_CA_20-55,,,,,,,,,,,,,,,,
326,4v9d_1_BV_1-73,,5el7_1_14_1-2914,,,,,,6sv4_1_BQ_4-3396,6sv4_1_ZQ_2-155,,,6cfl_1_2B_3-119,,,,,5iqr_1_2_1-1533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4v67_1_AA_20-55,,,,,,,,,,,,,,,,
327,4v5r_1_AV_1-73,,4v8d_1_BA_1-2912,,,,,,6sv4_1_BS_4-3396,6sv4_1_ZS_2-155,,,5el4_1_16_5-121,,,,,3jbv_1_A_1-1542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6n9f_1_1a_20-55,,,,,,,,,,,,,,,,
328,6qnr_1_2K_1-73,,1vy4_1_DA_1-2912,,,,,,6sv4_1_ZQ_4-3396,6n8l_1_1_2-155,,,4v9r_1_BB_3-119,,,,,5wf0_1_a_1-1540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4v9i_1_CA_20-55,,,,,,,,,,,,,,,,
329,4v5p_1_AV_1-73,,6of1_1_1A_1-2912,,,,,,6sv4_1_ZS_4-3396,6n8l_1_3_2-155,,,5el6_1_1J_5-121,,,,,5lza_1_a_1-1539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5vpo_1_XA_20-55,,,,,,,,,,,,,,,,
330,4v5p_1_CV_1-73,,5j4b_1_1A_1-2912,,,,,,6n8l_1_1_4-3396,6n8k_1_1_2-155,,,5hd1_1_1B_3-119,,,,,6osq_1_2_1-1542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6n9e_1_1a_20-55,,,,,,,,,,,,,,,,
331,2zxu_1_C_1-73,,5el6_1_14_1-2912,,,,,,6n8l_1_3_4-3396,6n8k_1_3_2-155,,,5hcp_1_1B_3-119,,,,,5jte_1_AA_1-1539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1vvj_1_QA_20-55,,,,,,,,,,,,,,,,
332,4v6f_1_CC_1-73,,4wsd_1_14_1-2914,,,,,,6n8k_1_1_4-3396,5apo_1_5_2-155,,,6fkr_1_1B_3-119,,,,,5ju8_1_AA_1-1539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4ox9_1_A_20-55,,,,,,,,,,,,,,,,
333,5ndj_1_X1_1-73,,5ndk_1_14_1-2914,,,,,,6n8k_1_3_4-3396,5apo_1_8_2-155,,,4v9h_1_BB_5-121,,,,,3jcj_1_g_1-1542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5vpo_1_QA_20-55,,,,,,,,,,,,,,,,
334,6qnr_1_2L_1-73,,5j8b_1_A_1-2912,,,,,,5apo_1_5_4-3396,6qtz_1_A_2-155,,,6nd5_1_1B_3-121,,,,,6enj_1_a_1-1539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4l71_1_XA_20-55,,,,,,,,,,,,,,,,
335,5ndj_1_X4_1-73,,5el6_1_1H_1-2912,,,,,,5apo_1_8_4-3396,6qtz_1_y_2-155,,,4w2i_1_BB_3-119,,,,,3j9z_1_SA_1-1542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6b4v_1_EB_20-55,,,,,,,,,,,,,,,,
